name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,selling_price_lakhs,engine_bin,mileage_bin,car_age,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,engine_bin_encoded,mileage_bin_encoded
Mahindra TUV 300 T8,2016,600000.0,139000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,6.0,1000-1500cc,15-20 kmpl,8,1,1,1,0,0,1
Volkswagen Vento 1.6 Highline,2014,430000.0,100000.0,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.2,5.0,4.3,1500-2000cc,15-20 kmpl,10,3,1,1,0,1,1
Hyundai Creta 1.6 CRDi SX,2015,965000.0,60000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,9.65,1500-2000cc,15-20 kmpl,9,1,1,1,0,1,1
Maruti Ertiga ZDI,2013,700000.0,37659.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,7.0,1000-1500cc,20-25 kmpl,11,1,1,1,0,0,2
Maruti Ritz VDi,2012,250000.0,89000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,2.5,1000-1500cc,20-25 kmpl,12,1,1,1,2,0,2
Maruti Ertiga ZDI,2013,680000.0,37500.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,6.8,1000-1500cc,20-25 kmpl,11,1,1,1,2,0,2
Tata Tiago 1.2 Revotron XTA,2018,500000.0,11500.0,Petrol,Individual,Automatic,First Owner,23.84,1199.0,84.0,5.0,5.0,1000-1500cc,20-25 kmpl,6,3,1,0,0,0,2
Hyundai Grand i10 1.2 Kappa Asta,2013,420000.0,21000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,4.2,1000-1500cc,15-20 kmpl,11,3,1,1,0,0,1
Maruti Alto K10 LXI,2017,290000.0,11500.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,2.9,<1000cc,20-25 kmpl,7,3,1,1,2,4,2
Maruti Swift Dzire VDI,2017,750000.0,30000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,7.5,1000-1500cc,25-30 kmpl,7,1,1,1,0,0,3
Maruti Eeco 7 Seater Standard BSIV,2015,300000.0,19800.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7.0,3.0,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Maruti Ritz VDi,2011,250000.0,90000.0,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,2.5,1000-1500cc,20-25 kmpl,13,1,1,1,4,0,2
Maruti Wagon R LXI Minor,2007,110000.0,70000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,1.1,1000-1500cc,15-20 kmpl,17,3,1,1,2,0,1
Maruti Wagon R LX BSIII,2007,110000.0,80000.0,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,1.1,1000-1500cc,15-20 kmpl,17,3,1,1,2,0,1
Maruti Ertiga VDI,2013,550000.0,120000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,5.5,1000-1500cc,20-25 kmpl,11,1,1,1,4,0,2
Maruti Swift Dzire VDi,2012,341000.0,120000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,3.41,1000-1500cc,15-20 kmpl,12,1,1,1,0,0,1
Hyundai Grand i10 1.2 CRDi Sportz,2017,600000.0,50000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,6.0,1000-1500cc,20-25 kmpl,7,1,1,1,0,0,2
Honda City i DTEC VX,2014,650000.0,155000.0,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,6.5,1000-1500cc,25-30 kmpl,10,1,1,1,0,0,3
Chevrolet Spark 1.0 PS,2008,110000.0,80000.0,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5.0,1.1,<1000cc,15-20 kmpl,16,3,1,1,0,4,1
Hyundai i20 Sportz 1.2,2014,500000.0,17000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5.0,1000-1500cc,15-20 kmpl,10,3,1,1,0,0,1
Maruti Baleno Delta 1.2,2017,550000.0,46000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,5.5,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti Swift VDI Optional,2015,475000.0,60000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,4.75,1000-1500cc,25-30 kmpl,9,1,1,1,0,0,3
Maruti Wagon R LX,2006,110000.0,155000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,1.1,<1000cc,15-20 kmpl,18,3,1,1,2,4,1
Hyundai Xcent 1.1 CRDi SX,2015,425000.0,60000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,4.25,1000-1500cc,20-25 kmpl,9,1,1,1,0,0,2
Toyota Corolla Altis Diesel D4DJ,2012,476999.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364.0,87.2,5.0,4.76999,1000-1500cc,20-25 kmpl,12,1,1,1,1,0,2
Chevrolet Spark 1.0 LS,2011,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,1.5,<1000cc,15-20 kmpl,13,3,1,1,2,4,1
Maruti Alto LXi,2011,225000.0,90000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,47.3,5.0,2.25,<1000cc,15-20 kmpl,13,3,1,1,0,4,1
Maruti Alto LXi,2010,190000.0,80000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,47.3,5.0,1.9,<1000cc,15-20 kmpl,14,3,1,1,0,4,1
Maruti Alto LX,2003,110000.0,155000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,21,3,1,1,4,4,1
Mahindra Bolero SLE BSIII,2011,400000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,4.0,2500-3000cc,10-15 kmpl,13,1,1,1,2,3,0
Honda CR-V 2.0L 2WD AT,2016,1200000.0,74000.0,Petrol,Dealer,Automatic,First Owner,13.7,1997.0,147.9,5.0,12.0,1500-2000cc,10-15 kmpl,8,3,0,0,0,1,0
Mahindra Thar CRDe AC,2018,900000.0,12000.0,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105.0,6.0,9.0,2000-2500cc,15-20 kmpl,6,1,0,1,0,2,1
Tata Hexa XE,2017,969999.0,26500.0,Diesel,Dealer,Manual,First Owner,17.6,2179.0,147.9,7.0,9.69999,2000-2500cc,15-20 kmpl,7,1,0,1,0,2,1
Hyundai Grand i10 1.2 Kappa Magna AT,2016,475000.0,45629.0,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0,4.75,1000-1500cc,15-20 kmpl,8,3,2,0,0,0,1
Mahindra Bolero Power Plus SLE,2019,740000.0,35000.0,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,7.4,1000-1500cc,15-20 kmpl,5,1,1,1,0,0,1
Mahindra KUV 100 G80 K2,2018,400000.0,15000.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,4.0,1000-1500cc,15-20 kmpl,6,3,1,1,0,0,1
Maruti Wagon R LXI Optional,2018,430000.0,14000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,4.3,<1000cc,20-25 kmpl,6,3,1,1,0,4,2
Mahindra XUV300 W8 Option BSIV,2019,1132000.0,20000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,110.0,5.0,11.32,1000-1500cc,15-20 kmpl,5,3,1,1,0,0,1
Maruti Wagon R LXI BS IV,2017,352000.0,68850.0,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,3.52,<1000cc,15-20 kmpl,7,3,0,1,0,4,1
Tata Tiago 1.2 Revotron XE,2016,252999.0,45775.0,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.0,5.0,2.52999,1000-1500cc,20-25 kmpl,8,3,0,1,0,0,2
Chevrolet Spark 1.0 LT,2012,110000.0,70000.0,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,5.0,1.1,<1000cc,15-20 kmpl,12,3,1,1,2,4,1
Maruti Wagon R LXI,2015,313000.0,68203.0,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,3.13,<1000cc,20-25 kmpl,9,3,0,1,0,4,2
Hyundai Grand i10 SportZ Edition,2014,380000.0,30000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,3.8,1000-1500cc,15-20 kmpl,10,3,1,1,2,0,1
Renault KWID RXL,2018,350000.0,25000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,3.5,<1000cc,25-30 kmpl,6,3,1,1,0,4,3
Renault Duster 85PS Diesel RxE,2016,600000.0,90000.0,Diesel,Individual,Manual,Second Owner,19.87,1461.0,83.8,5.0,6.0,1000-1500cc,15-20 kmpl,8,1,1,1,2,0,1
Tata Manza Aqua Quadrajet,2011,110000.0,97343.0,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,5.0,1.1,1000-1500cc,15-20 kmpl,13,1,0,1,0,0,1
Maruti Omni 8 Seater BSII,2008,160000.0,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,47.3,7.0,1.6,<1000cc,15-20 kmpl,16,3,1,1,1,4,1
Hyundai i10 Sportz,2014,290000.0,31000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,2.9,1000-1500cc,20-25 kmpl,10,3,1,1,0,0,2
Mahindra Scorpio S4 7 Seater,2014,650000.0,70000.0,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,6.5,2000-2500cc,15-20 kmpl,10,1,1,1,0,2,1
Maruti Eeco CNG 5 Seater AC BSIV,2015,380000.0,20000.0,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,3.8,1000-1500cc,20-25 kmpl,9,0,1,1,0,0,2
Hyundai EON D Lite Plus,2014,180000.0,62000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,1.8,<1000cc,20-25 kmpl,10,3,1,1,0,4,2
Maruti 800 AC,2008,110000.0,29000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,16,3,1,1,0,4,1
Tata Safari DICOR 2.2 LX 4x2,2012,132000.0,82507.0,Diesel,Dealer,Manual,First Owner,13.93,2179.0,138.03,7.0,1.32,2000-2500cc,10-15 kmpl,12,1,0,1,0,2,0
Chevrolet Beat LS,2010,110000.0,60000.0,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0,1.1,1000-1500cc,15-20 kmpl,14,3,1,1,2,0,1
Maruti Alto K10 VXI,2018,390000.0,11500.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,3.9,<1000cc,20-25 kmpl,6,3,1,1,0,4,2
Hyundai i20 Asta 1.2,2015,550000.0,70000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,5.5,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Maruti 800 AC BSIII,2008,110000.0,59400.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,16,3,1,1,1,4,1
Hyundai EON Era Plus,2013,275000.0,20000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,2.75,<1000cc,20-25 kmpl,11,3,1,1,0,4,2
Maruti SX4 Vxi BSIII,2009,250000.0,125876.0,Petrol,Individual,Manual,Second Owner,15.0,1586.0,104.68,5.0,2.5,1500-2000cc,10-15 kmpl,15,3,1,1,2,1,0
Isuzu D-Max V-Cross 4X4,2017,1200000.0,56800.0,Diesel,Individual,Manual,First Owner,12.4,2499.0,134.0,5.0,12.0,2000-2500cc,10-15 kmpl,7,1,1,1,0,2,0
Audi A4 2.0 TDI,2014,1200000.0,60000.0,Diesel,Individual,Automatic,First Owner,16.55,1968.0,147.51,5.0,12.0,1500-2000cc,15-20 kmpl,10,1,1,0,0,1,1
Maruti Celerio VXI AT,2014,325000.0,65204.0,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998.0,67.04,5.0,3.25,<1000cc,20-25 kmpl,10,3,2,0,0,4,2
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000.0,11500.0,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,11.5,<1000cc,15-20 kmpl,5,3,2,0,0,4,1
Maruti Swift AMT ZXI,2018,655000.0,15732.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,6.55,1000-1500cc,20-25 kmpl,6,3,0,0,0,0,2
Mahindra Thar DI 4X4,2019,890000.0,13000.0,Diesel,Dealer,Manual,First Owner,18.06,2523.0,63.0,7.0,8.9,2500-3000cc,15-20 kmpl,5,1,0,1,0,3,1
Maruti Ignis 1.2 Zeta BSIV,2018,525000.0,33000.0,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,5.25,1000-1500cc,20-25 kmpl,6,3,0,1,0,0,2
Honda City 1.5 S MT,2017,675000.0,49523.0,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,5.0,6.75,1000-1500cc,15-20 kmpl,7,3,0,1,0,0,1
Maruti Vitara Brezza VDi,2018,745000.0,48000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,7.45,1000-1500cc,20-25 kmpl,6,1,0,1,0,0,2
Maruti Vitara Brezza ZDi,2018,835000.0,17000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,8.35,1000-1500cc,20-25 kmpl,6,1,0,1,0,0,2
Maruti Vitara Brezza LDi Option,2018,725000.0,36521.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,7.25,1000-1500cc,20-25 kmpl,6,1,0,1,0,0,2
Maruti Swift Dzire VXI 1.2 BS IV,2017,620000.0,90000.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,6.2,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti Zen Classic,1998,110000.0,80000.0,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0,1.1,<1000cc,15-20 kmpl,26,3,1,1,4,4,1
Renault KWID RXT,2017,350000.0,35000.0,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,3.5,<1000cc,25-30 kmpl,7,3,1,1,2,4,3
Tata Tigor 1.2 Revotron XT,2018,400000.0,22000.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,4.0,1000-1500cc,20-25 kmpl,6,3,1,1,0,0,2
Maruti Wagon R VXI Optional,2017,400000.0,70000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,4.0,<1000cc,20-25 kmpl,7,3,1,1,0,4,2
Toyota Fortuner 4x4 AT,2016,1200000.0,52000.0,Diesel,Dealer,Automatic,First Owner,12.55,2982.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,8,1,0,0,0,3,0
Hyundai Xcent 1.2 CRDi SX,2017,550000.0,49000.0,Diesel,Dealer,Manual,First Owner,25.4,1186.0,73.97,5.0,5.5,1000-1500cc,25-30 kmpl,7,1,0,1,0,0,3
Maruti Ciaz VDi Plus SHVS,2015,550000.0,50000.0,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,5.0,5.5,1000-1500cc,25-30 kmpl,9,1,0,1,2,0,3
Maruti Swift VDI,2013,375000.0,65000.0,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,3.75,1000-1500cc,25-30 kmpl,11,1,0,1,0,0,3
Hyundai Xcent 1.1 CRDi Base,2015,391000.0,55000.0,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,3.91,1000-1500cc,20-25 kmpl,9,1,0,1,0,0,2
Mercedes-Benz B Class B200 CDI Sport,2015,1200000.0,35000.0,Diesel,Dealer,Automatic,Second Owner,19.7,2143.0,134.1,5.0,12.0,2000-2500cc,15-20 kmpl,9,1,0,0,2,2,1
Tata Aria Pure LX 4x2,2014,525000.0,78000.0,Diesel,Dealer,Manual,Second Owner,15.05,2179.0,147.9,7.0,5.25,2000-2500cc,15-20 kmpl,10,1,0,1,2,2,1
Hyundai Verna CRDi SX,2007,212000.0,58000.0,Diesel,Dealer,Manual,Second Owner,16.8,1493.0,110.0,5.0,2.12,1000-1500cc,15-20 kmpl,17,1,0,1,2,0,1
Chevrolet Beat Diesel LT,2011,221000.0,56000.0,Diesel,Dealer,Manual,Second Owner,25.44,936.0,57.6,5.0,2.21,<1000cc,25-30 kmpl,13,1,0,1,2,4,3
Fiat Linea Emotion (Diesel),2010,265000.0,61000.0,Diesel,Dealer,Manual,Second Owner,20.4,1248.0,91.7,5.0,2.65,1000-1500cc,20-25 kmpl,14,1,0,1,2,0,2
Renault Scala Diesel RxL,2013,399000.0,61000.0,Diesel,Dealer,Manual,Second Owner,21.64,1461.0,84.8,5.0,3.99,1000-1500cc,20-25 kmpl,11,1,0,1,2,0,2
Hyundai Getz 1.5 CRDi GVS,2008,175000.0,61000.0,Diesel,Dealer,Manual,Second Owner,17.1,1493.0,110.0,5.0,1.75,1000-1500cc,15-20 kmpl,16,1,0,1,2,0,1
Skoda Rapid 1.6 TDI Elegance,2011,411000.0,64481.0,Diesel,Dealer,Manual,Second Owner,20.5,1598.0,103.5,5.0,4.11,1500-2000cc,20-25 kmpl,13,1,0,1,2,1,2
Volkswagen Vento Diesel Comfortline,2011,365000.0,65000.0,Diesel,Dealer,Manual,Second Owner,20.54,1598.0,103.6,5.0,3.65,1500-2000cc,20-25 kmpl,13,1,0,1,2,1,2
BMW 5 Series 520d Sport Line,2009,975000.0,80000.0,Diesel,Dealer,Automatic,Second Owner,22.48,1995.0,147.9,5.0,9.75,1500-2000cc,20-25 kmpl,15,1,0,0,2,1,2
Nissan Sunny XV D,2015,499000.0,61000.0,Diesel,Dealer,Manual,Second Owner,22.71,1461.0,84.8,5.0,4.99,1000-1500cc,20-25 kmpl,9,1,0,1,2,0,2
Mercedes-Benz M-Class ML 350 CDI,2014,1200000.0,70000.0,Diesel,Individual,Automatic,First Owner,11.74,2987.0,147.9,5.0,12.0,2500-3000cc,10-15 kmpl,10,1,1,0,0,3,0
Chevrolet Spark 1.0,2009,145000.0,30000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,1.45,<1000cc,15-20 kmpl,15,3,1,1,0,4,1
Tata Indica Vista Aqua TDI BSIII,2011,200000.0,155000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,2.0,1000-1500cc,15-20 kmpl,13,1,1,1,2,0,1
Audi Q3 2.0 TDI Quattro Premium Plus,2014,1200000.0,155000.0,Diesel,Individual,Automatic,First Owner,15.73,1968.0,147.9,5.0,12.0,1500-2000cc,15-20 kmpl,10,1,1,0,0,1,1
Hyundai EON 1.0 Magna Plus Option O,2016,280000.0,100000.0,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,2.8,<1000cc,20-25 kmpl,8,3,1,1,0,4,2
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,450000.0,95000.0,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,7.0,4.5,2000-2500cc,10-15 kmpl,13,1,1,0,2,2,0
Honda City 2017-2020 EXi,2006,150000.0,140000.0,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0,1.5,1000-1500cc,15-20 kmpl,18,3,1,1,4,0,1
Honda Mobilio S i VTEC,2017,600000.0,70000.0,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,7.0,6.0,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Renault KWID RXT Optional,2016,275000.0,60000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,2.75,<1000cc,25-30 kmpl,8,3,1,1,0,4,3
Tata Manza Aura Quadrajet,2010,110000.0,88000.0,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,1.1,1000-1500cc,15-20 kmpl,14,1,1,1,0,0,1
Mahindra XUV500 W8 4WD,2012,500000.0,155000.0,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140.0,7.0,5.0,2000-2500cc,15-20 kmpl,12,1,1,1,1,2,1
Mahindra XUV500 W8 4WD,2012,700000.0,60000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,7.0,2000-2500cc,15-20 kmpl,12,1,1,1,2,2,1
BMW 3 Series 320d Corporate Edition,2012,900000.0,155000.0,Diesel,Individual,Automatic,Second Owner,16.07,1995.0,147.9,5.0,9.0,1500-2000cc,15-20 kmpl,12,1,1,0,2,1,1
Maruti Wagon R VXI,2005,150000.0,80000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,1.5,<1000cc,15-20 kmpl,19,3,1,1,2,4,1
Nissan Sunny XV,2013,275000.0,80000.0,Petrol,Individual,Manual,Third Owner,16.95,1498.0,97.7,5.0,2.75,1000-1500cc,15-20 kmpl,11,3,1,1,4,0,1
Maruti Swift VDI,2014,455000.0,40000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,4.55,1000-1500cc,25-30 kmpl,10,1,1,1,0,0,3
Hyundai Creta 1.6 CRDi SX Plus,2015,900000.0,50000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,9.0,1500-2000cc,15-20 kmpl,9,1,1,1,0,1,1
Maruti Swift VDI BSIV,2014,455000.0,40000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,4.55,1000-1500cc,25-30 kmpl,10,1,1,1,0,0,3
Honda City i DTec SV,2017,650000.0,47000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,6.5,1000-1500cc,25-30 kmpl,7,1,1,1,2,0,3
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,551000.0,20000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,5.51,1000-1500cc,15-20 kmpl,6,3,1,1,2,0,1
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,650000.0,49060.0,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,5.0,6.5,1000-1500cc,20-25 kmpl,7,1,1,1,0,0,2
Hyundai i20 Asta 1.2,2015,600000.0,60000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,6.0,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Maruti Alto 800 LXI,2013,235000.0,18000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,2.35,<1000cc,20-25 kmpl,11,3,1,1,0,4,2
Ford Ecosport 1.5 DV5 MT Trend,2018,800000.0,37161.0,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,8.0,1000-1500cc,20-25 kmpl,6,1,0,1,0,0,2
Hyundai Creta 1.6 CRDi SX Option,2016,1050000.0,80000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,10.5,1500-2000cc,15-20 kmpl,8,1,1,1,0,1,1
Tata Nano LX SE,2012,110000.0,28000.0,Petrol,Individual,Manual,Second Owner,25.4,624.0,47.3,5.0,1.1,<1000cc,25-30 kmpl,12,3,1,1,2,4,3
Hyundai Verna 1.6 SX VTVT AT,2013,450000.0,100000.0,Petrol,Individual,Automatic,Second Owner,15.74,1591.0,121.3,5.0,4.5,1500-2000cc,15-20 kmpl,11,3,1,0,2,1,1
Volkswagen Polo 1.5 TDI Highline,2014,391000.0,120000.0,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,3.91,1000-1500cc,20-25 kmpl,10,1,1,1,2,0,2
Chevrolet Enjoy TCDi LT 7 Seater,2013,380000.0,70000.0,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,7.0,3.8,1000-1500cc,15-20 kmpl,11,1,1,1,2,0,1
Maruti Wagon R LXI Minor,2010,170000.0,90000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,1.7,1000-1500cc,15-20 kmpl,14,3,1,1,2,0,1
Hyundai Verna VTVT 1.6 AT SX Option,2017,990000.0,20000.0,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.3,5.0,9.9,1500-2000cc,15-20 kmpl,7,3,1,0,0,1,1
Maruti Swift Dzire VDI,2012,370000.0,68000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,3.7,1000-1500cc,20-25 kmpl,12,1,1,1,0,0,2
Chevrolet Sail Hatchback 1.2 LS,2014,300000.0,60175.0,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,3.0,1000-1500cc,15-20 kmpl,10,3,1,1,0,0,1
Hyundai EON Era,2012,250000.0,25000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,2.5,<1000cc,20-25 kmpl,12,3,1,1,0,4,2
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000.0,49957.0,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,7.0,1000-1500cc,25-30 kmpl,7,1,0,1,0,0,3
Ford Figo 1.5 Sports Edition MT,2017,600000.0,43235.0,Diesel,Dealer,Manual,First Owner,24.29,1498.0,99.0,5.0,6.0,1000-1500cc,20-25 kmpl,7,1,0,1,0,0,2
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000.0,50699.0,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,9.25,1000-1500cc,20-25 kmpl,6,1,0,1,0,0,2
Hyundai i20 Active 1.4 SX,2016,700000.0,111000.0,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5.0,7.0,1000-1500cc,20-25 kmpl,8,1,1,1,2,0,2
Maruti Baleno RS 1.0 Petrol,2018,700000.0,48000.0,Petrol,Individual,Manual,Second Owner,21.1,998.0,100.5,5.0,7.0,<1000cc,20-25 kmpl,6,3,1,1,2,4,2
Maruti Swift Vdi BSIII,2007,185000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,1.85,1000-1500cc,15-20 kmpl,17,1,1,1,1,0,1
Tata Sumo Gold EX,2015,434999.0,80000.0,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,7.0,4.34999,2500-3000cc,15-20 kmpl,9,1,1,1,0,3,1
Ford Figo 1.2P Titanium MT,2017,400000.0,100000.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,4.0,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Ford Figo Diesel Titanium,2011,180000.0,90000.0,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,1.8,1000-1500cc,15-20 kmpl,13,1,1,1,4,0,1
Maruti Swift Dzire VDI,2015,600000.0,50000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,6.0,1000-1500cc,25-30 kmpl,9,1,1,1,0,0,3
Toyota Etios Liva GD,2014,320000.0,90000.0,Diesel,Individual,Manual,Third Owner,23.59,1364.0,67.06,5.0,3.2,1000-1500cc,20-25 kmpl,10,1,1,1,4,0,2
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2016,1200000.0,120000.0,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,12.0,2000-2500cc,10-15 kmpl,8,1,1,1,0,2,0
